item,itemLabel,rank,pob,pobLabel,hasCountry,hasAdmin,hasref,refitem,exurl,wmurl,wmproj
Q105747185,Muhammetgeldi Serdarov,NormalRank,Q4787326,Archman,true,true,false,,,,
Q108541102,Gurbanmuhammet Kasymow,,,,,,false,,,,
Q11349827,Redjepbai Arazov,NormalRank,Q4532660,Esenguly District,true,true,true,false,false,false,true
Q113501705,Q113501705,,,,,,false,,,,
Q15074172,Isgender Handurdýyewiç Mülikow,NormalRank,Q23438,Ashgabat,true,true,true,false,false,false,true
Q1624201,Khodjamyrat Geldimyradov,NormalRank,Q399899,Ahal Region,true,true,true,false,false,false,true
Q18200512,Gülşat Mämmedowa,NormalRank,Q23438,Ashgabat,true,true,true,false,false,false,true
Q307627,Öwezgeldi Ataýew,NormalRank,Q2343601,Ruhabat District,true,true,true,false,false,false,true
Q39082780,Q39082780,NormalRank,Q487672,Daşoguz,true,true,true,false,false,false,true
Q39082869,Poran Berdiyew,,,,,,false,,,,
Q39083269,Q39083269,NormalRank,Q25676629,Bagir,true,true,true,false,false,false,true
Q39083291,Geldymukhammed Ashirmukhammedov,NormalRank,Q4285858,Magtymguly District,true,true,true,false,false,false,true
Q39083354,Hojamyrat Annagurbanow,,,,,,false,,,,
Q39083355,Orazgeldi Amanmyradow,NormalRank,Q47045330,Q47045330,true,true,true,false,false,false,true
Q39386162,Q39386162,NormalRank,Q2980062,Bäherden,true,true,true,false,false,false,true
Q39387161,Gurbandurdy Begenjov,NormalRank,Q812715,Baýramaly,true,true,true,false,false,false,true
Q39388887,Q39388887,NormalRank,Q23438,Ashgabat,true,true,true,false,false,false,true
Q39394633,Akmämmet Rahmanow,NormalRank,Q60654,Gypjak,true,true,true,false,false,false,true
Q4084062,Yaylym Berdiyev,NormalRank,Q2343618,Baharly District,true,true,true,false,false,false,true
Q4147150,Goçyýew Annamuhammet Mätiýewiç,NormalRank,Q486073,Balkan Region,true,true,true,false,false,false,true
Q4152150,Begenç Ataýewiç Gündogdyýew,NormalRank,Q199707,Turkmen Soviet Socialist Republic,true,true,true,false,false,true,true
Q4279946,Agageldi Mammetgeldiyev,NormalRank,Q4073598,Q4073598,true,true,true,false,false,false,true
Q4307790,Sahat Nepesowiç Myradow,NormalRank,Q2630,Ivanovo,true,true,true,false,false,false,true
Q4321775,Muza Niyazova,NormalRank,Q656,Saint Petersburg,true,true,true,false,false,false,true
Q4328063,Akja Nuberdiyeva,NormalRank,Q874,Turkmenistan,true,false,true,false,false,false,true
Q4524650,Boris Şyhmyradow,NormalRank,Q23438,Ashgabat,true,true,true,false,false,false,true
Q47677231,Batyr Bazarov,NormalRank,Q4409652,Saýat,true,true,true,false,false,false,true
Q4767735,Annaberdi Kakabaýew,NormalRank,Q4073598,Q4073598,true,true,true,false,false,false,true
Q48962284,Q48962284,NormalRank,Q60654,Gypjak,true,true,true,false,false,false,true
Q51874548,Serdar Berdimuhamedow,NormalRank,Q23438,Ashgabat,true,true,false,,,,
Q811058,Batyr Berdiýew,NormalRank,Q23438,Ashgabat,true,true,true,false,false,false,true
Q82918,Saparmurat Niyazov,NormalRank,Q60654,Gypjak,true,true,true,false,true,false,false
Q95557031,Ogulgerek Berdimuhamedova,,,,,,false,,,,
Q57530,Gurbanguly Berdimuhamedow,NormalRank,Q13367422,Babarap,true,true,true,false,false,false,true
Q58141,Raşit Meredow,NormalRank,Q23438,Ashgabat,true,true,true,false,false,false,true
